,ID,Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Personal.Loan,Securities.Account,CD.Account,Online,CreditCard
2023,2024,55,29,55,94720,1,0.2,1,151,0,0,0,1,0
2024,2025,36,12,113,94305,4,0.2,1,0,1,0,0,0,0
2025,2026,47,20,79,94720,3,2.0,2,185,0,1,0,0,0
2026,2027,59,33,80,93907,2,0.7,2,0,0,0,0,1,0
2027,2028,38,12,179,94596,2,0.0,1,380,0,0,0,0,0
2028,2029,42,17,9,91710,2,0.0,3,0,0,0,0,0,0
2029,2030,30,3,61,92152,4,2.0,2,0,0,0,0,1,0
2030,2031,63,38,111,95814,2,3.9,1,207,0,1,1,1,1
2031,2032,60,35,80,94608,3,0.5,1,0,0,0,0,1,0
2032,2033,62,37,32,90266,3,0.2,1,0,0,1,0,0,1
2033,2034,49,23,83,92126,1,0.3,1,0,0,0,0,1,1
2034,2035,59,33,91,92821,4,1.9,2,329,0,0,0,0,0
2035,2036,36,10,29,93065,4,1.0,1,0,0,0,0,1,1
2036,2037,46,19,19,94305,3,0.67,2,0,0,0,0,1,0
2037,2038,35,8,52,95616,2,1.0,2,0,0,0,0,0,1
2038,2039,50,24,150,94551,1,7.3,1,0,0,0,0,1,1
2039,2040,51,25,32,91605,2,0.4,3,0,0,0,0,1,0
2040,2041,41,16,91,94720,3,0.5,3,0,0,0,0,0,0
2041,2042,45,20,180,95403,3,8.5,2,535,1,0,0,0,0
2042,2043,41,17,121,94102,1,0.3,1,0,0,0,0,1,0
2043,2044,57,32,25,90049,2,0.2,3,0,0,0,0,1,1
2044,2045,51,25,102,92677,1,0.3,1,0,0,0,0,1,0
2045,2046,52,28,44,95051,4,0.9,2,107,0,0,0,1,0
2046,2047,43,16,161,95134,3,8.0,2,0,1,0,1,1,1
2047,2048,63,38,134,90640,3,4.0,2,0,1,0,0,0,1
2048,2049,28,4,43,94803,1,1.8,2,0,0,0,0,1,1
2049,2050,43,18,94,92717,4,1.1,2,0,0,0,0,1,0
2050,2051,41,15,29,94024,2,0.8,3,98,0,0,0,0,0
2051,2052,34,8,38,90018,4,0.2,1,0,0,0,0,0,0
2052,2053,28,3,120,94080,1,0.8,1,170,0,0,0,0,0
2053,2054,58,32,85,92110,2,2.0,1,161,0,1,1,1,1
2054,2055,39,15,89,92126,2,1.9,1,0,0,0,0,0,0
2055,2056,49,23,25,90274,1,1.4,3,0,0,0,0,1,0
2056,2057,33,8,20,92691,3,1.3,1,83,0,0,0,0,1
2057,2058,37,12,125,91754,2,3.9,1,0,0,0,0,1,1
2058,2059,33,7,18,92093,1,0.6,3,0,0,0,0,0,0
2059,2060,28,3,173,92121,2,6.7,1,222,0,0,0,1,0
2060,2061,54,29,34,92093,4,0.1,3,0,0,0,0,1,1
2061,2062,63,38,159,93950,4,4.9,2,111,1,0,0,0,0
2062,2063,57,31,55,92521,3,2.5,1,219,0,0,1,1,1
2063,2064,56,30,32,94080,2,0.4,3,0,0,0,0,1,0
2064,2065,54,29,65,94545,4,1.8,3,0,0,0,0,0,1
2065,2066,29,5,83,92354,3,1.5,1,0,0,0,0,1,1
2066,2067,41,16,30,95814,2,1.4,2,0,0,0,0,0,1
2067,2068,58,32,180,91770,1,2.9,1,0,0,0,0,0,1
2068,2069,61,37,13,90024,2,0.3,3,0,0,0,0,1,0
2069,2070,30,4,35,90059,4,0.8,1,0,0,0,0,1,1
2070,2071,62,37,95,91107,3,0.5,1,0,0,0,0,0,0
2071,2072,52,28,83,94705,1,0.0,1,0,0,0,0,1,0
2072,2073,29,3,39,95831,4,0.2,1,137,0,0,0,1,1
2073,2074,46,20,54,91107,1,0.7,3,154,0,0,0,1,1
2074,2075,52,27,81,91942,1,1.3,3,293,0,0,0,0,1
2075,2076,40,16,53,94123,4,2.0,3,0,0,0,0,0,0
2076,2077,49,23,119,91030,1,7.3,1,398,0,0,0,0,0
2077,2078,34,9,160,94108,4,8.0,3,0,1,0,0,0,1
2078,2079,35,11,21,95814,2,1.0,2,0,0,0,0,0,0
2079,2080,26,2,40,94132,1,1.0,3,0,0,0,0,1,0
2080,2081,65,40,69,91706,4,0.1,2,0,0,0,0,1,0
2081,2082,52,27,45,95006,1,1.3,2,0,0,0,0,0,0
2082,2083,32,7,55,91301,4,2.0,2,0,0,0,0,1,0
2083,2084,31,7,38,94025,1,0.2,3,0,0,0,0,1,0
2084,2085,36,9,44,93907,4,1.0,2,101,0,1,0,1,0
2085,2086,50,24,45,94105,3,0.6,2,117,0,0,0,1,0
2086,2087,36,12,84,90291,1,0.8,2,0,0,0,0,1,1
2087,2088,51,27,188,94305,2,6.9,2,343,1,0,0,1,0
2088,2089,39,9,29,94701,3,2.0,3,151,0,1,0,0,0
2089,2090,53,29,95,94304,1,2.7,2,0,0,0,0,1,0
2090,2091,50,25,79,95023,1,2.9,1,307,0,0,0,0,1
2091,2092,31,4,41,91360,1,2.0,2,0,0,1,0,1,0
2092,2093,53,23,19,92673,4,0.4,3,84,0,0,0,1,0
2093,2094,48,23,75,94111,4,3.6,3,0,0,0,0,1,1
2094,2095,57,31,64,90024,3,2.5,1,208,0,0,0,0,1
2095,2096,47,21,174,94025,4,3.2,3,0,1,0,0,0,0
2096,2097,55,29,54,95051,2,2.3,3,93,0,0,0,0,0
2097,2098,37,11,14,90740,3,0.1,2,113,0,0,0,1,0
2098,2099,59,35,94,90089,1,3.8,1,272,0,0,0,0,0
2099,2100,53,29,10,90095,2,0.4,1,0,0,0,0,0,0
2100,2101,31,6,145,93940,1,0.8,1,84,0,0,0,1,0
2101,2102,35,5,203,95032,1,10.0,3,0,1,0,0,0,0
2102,2103,25,-1,81,92647,2,1.6,3,0,0,0,0,1,1
2103,2104,37,13,153,90630,2,6.5,1,0,0,0,0,1,1
2104,2105,40,14,58,90245,4,0.2,3,0,0,0,0,1,0
2105,2106,31,5,49,94114,4,1.8,3,0,0,0,0,1,1
2106,2107,62,38,132,90210,1,2.9,1,0,0,0,0,0,0
2107,2108,41,17,85,90291,4,0.2,3,229,0,0,0,0,0
2108,2109,56,32,85,94132,3,2.67,1,0,0,1,0,1,0
2109,2110,47,23,178,93014,1,6.5,3,0,1,0,0,0,0
2110,2111,28,4,104,94301,3,2.5,1,0,0,0,0,0,0
2111,2112,60,34,40,94105,1,1.6,1,0,0,0,0,1,0
2112,2113,27,2,103,93117,1,1.9,1,120,0,0,0,1,0
2113,2114,57,33,25,92064,2,1.0,1,0,0,0,0,1,0
2114,2115,62,36,69,95039,2,1.7,3,0,0,0,0,1,0
2115,2116,57,31,30,95070,3,1.4,1,0,0,0,0,0,0
2116,2117,44,17,70,94920,3,2.67,2,0,0,0,0,0,0
2117,2118,31,7,15,91380,3,0.9,3,0,0,0,0,1,0
2118,2119,31,5,125,91320,2,1.3,1,0,0,0,0,1,1
2119,2120,39,13,50,94923,3,0.5,3,0,0,0,0,0,0
2120,2121,41,17,44,93106,1,0.3,3,0,0,0,0,1,0
2121,2122,41,17,38,92182,4,2.2,2,180,0,0,0,0,1
2122,2123,55,29,64,93437,3,0.8,1,119,0,0,0,0,1
2123,2124,28,2,9,95014,1,0.1,2,0,0,0,0,1,0
2124,2125,35,9,44,92054,3,0.9,1,89,0,0,0,0,0
2125,2126,44,20,93,91910,4,0.8,1,101,0,0,0,1,0
2126,2127,44,19,83,92121,4,0.4,1,141,0,0,0,0,0
2127,2128,40,14,179,94720,2,0.0,1,0,0,0,0,0,0
2128,2129,65,40,40,94104,1,1.1,3,0,0,0,0,0,0
2129,2130,35,10,58,91754,4,0.7,3,232,0,0,0,0,0
2130,2131,55,31,74,94607,3,2.67,1,0,0,0,0,0,1
2131,2132,55,31,15,95747,1,0.2,1,0,0,0,0,0,0
2132,2133,59,35,11,94949,2,1.0,1,0,0,0,0,0,1
2133,2134,39,15,41,95035,1,2.0,2,176,0,0,0,1,0
2134,2135,50,24,68,95821,1,1.5,2,120,0,0,0,1,1
2135,2136,45,15,28,95039,1,0.75,3,0,0,1,0,0,0
2136,2137,50,26,115,95008,1,1.2,3,0,1,0,0,0,1
2137,2138,65,40,83,92354,4,0.1,2,247,0,0,0,1,0
2138,2139,36,11,40,93611,2,1.1,2,166,0,1,0,0,0
2139,2140,57,32,113,91768,1,0.1,3,0,0,0,0,1,0
2140,2141,53,27,89,92130,1,0.8,3,0,0,1,0,1,0
2141,2142,28,4,38,92109,4,1.6,1,0,0,0,0,0,0
2142,2143,55,31,62,93943,4,1.5,1,0,0,0,0,1,0
2143,2144,56,31,65,92093,3,1.7,1,109,0,0,0,0,0
2144,2145,33,6,168,94720,3,5.67,2,0,1,1,1,1,0
2145,2146,57,32,40,94720,3,1.7,1,0,0,0,0,1,1
2146,2147,27,3,30,93108,1,1.0,3,80,0,0,0,0,0
2147,2148,27,3,20,92007,4,1.0,1,0,0,0,0,0,0
2148,2149,54,30,58,92007,2,3.2,3,0,0,0,0,0,0
2149,2150,48,22,150,95039,1,7.3,1,193,0,0,0,0,0
2150,2151,62,38,54,91320,1,0.8,1,0,0,1,0,0,1
2151,2152,41,16,19,91730,2,0.3,2,105,0,0,0,0,0
2152,2153,62,38,30,94304,3,0.1,3,128,0,0,0,1,0
2153,2154,40,14,123,90041,1,5.2,1,0,0,0,0,1,0
2154,2155,32,8,45,94558,1,2.4,2,0,0,0,0,0,0
2155,2156,62,38,154,94305,1,2.9,1,0,0,0,0,1,0
2156,2157,35,11,93,90747,2,2.7,1,0,0,0,0,1,1
2157,2158,25,0,71,93727,4,0.2,1,78,0,1,0,0,0
2158,2159,50,25,83,94720,4,3.1,1,0,1,0,0,0,1
2159,2160,61,35,99,94085,1,4.8,3,255,1,0,0,0,1
2160,2161,43,17,55,93933,3,2.2,2,0,0,0,0,0,0
2161,2162,52,28,38,94131,4,0.9,2,95,0,0,0,1,1
2162,2163,39,13,74,95008,3,0.9,2,155,0,0,0,1,0
2163,2164,33,3,69,92161,4,1.8,3,0,0,0,0,1,0
2164,2165,27,3,104,92007,2,2.5,1,184,0,1,0,1,0
2165,2166,27,0,38,95929,4,1.0,3,154,0,0,0,1,0
2166,2167,32,8,25,93524,3,0.9,3,0,0,0,0,1,1
2167,2168,65,40,162,94596,1,1.3,1,0,0,0,0,1,0
2168,2169,55,29,64,93063,4,2.6,3,0,0,0,0,1,0
2169,2170,52,27,30,94305,2,0.7,2,0,0,0,0,1,1
2170,2171,39,13,52,95039,3,0.5,3,0,0,1,0,0,1
2171,2172,35,11,42,93108,1,1.5,3,0,0,0,0,1,0
2172,2173,39,15,79,92028,2,1.8,2,219,0,0,0,0,0
2173,2174,34,10,34,93407,1,1.7,1,164,0,0,0,0,0
2174,2175,30,5,123,95605,2,3.1,1,0,0,0,0,1,0
2175,2176,37,12,160,94305,2,3.3,1,0,0,0,0,0,0
2176,2177,41,14,51,91320,3,2.33,2,0,0,0,0,1,0
2177,2178,31,7,108,94507,1,4.0,1,0,0,0,0,1,0
2178,2179,37,13,158,93943,2,2.3,2,0,1,0,1,1,1
2179,2180,49,23,68,90024,1,1.5,2,0,0,0,0,0,0
2180,2181,58,33,42,91380,2,1.6,3,0,0,0,0,1,0
2181,2182,45,15,32,94143,1,0.75,3,105,0,0,0,1,0
2182,2183,40,14,22,94566,2,1.4,3,0,0,0,0,0,0
2183,2184,34,8,29,90025,2,2.0,3,0,0,0,0,1,1
2184,2185,62,36,183,90095,2,3.4,3,0,1,0,0,0,0
2185,2186,54,30,69,92009,1,1.6,3,0,0,0,0,1,1
2186,2187,26,2,92,96001,2,0.2,1,0,0,0,0,1,0
2187,2188,54,30,40,90024,2,1.0,3,0,0,0,0,0,0
2188,2189,29,4,9,92037,4,0.5,3,86,0,0,0,1,1
2189,2190,48,23,128,94309,1,0.6,1,0,0,0,0,1,1
2190,2191,27,3,110,96150,2,0.2,1,294,0,1,0,0,1
2191,2192,42,18,171,90027,2,8.0,1,0,0,0,0,1,0
2192,2193,25,1,13,95814,4,1.0,1,95,0,0,0,0,1
2193,2194,45,19,25,94609,2,0.1,3,102,0,0,0,1,0
2194,2195,34,9,123,94553,1,1.6,2,0,1,0,0,1,0
2195,2196,51,27,33,92037,4,0.2,1,83,0,0,0,1,0
2196,2197,51,24,189,95211,4,4.75,2,0,1,0,0,1,0
2197,2198,60,35,34,94102,1,0.3,3,0,0,0,0,1,0
2198,2199,59,35,58,91355,1,0.0,2,0,0,0,0,1,0
2199,2200,49,24,51,91016,1,1.3,2,98,0,0,0,0,1
2200,2201,50,25,29,90095,2,1.3,1,0,0,0,0,0,0
2201,2202,41,16,111,92009,2,0.4,1,0,0,0,0,0,0
2202,2203,49,24,43,94709,4,1.9,3,0,0,0,0,1,0
2203,2204,50,25,130,91320,1,0.6,1,311,0,0,0,0,0
2204,2205,63,37,20,94704,2,0.4,1,76,0,0,0,0,0
2205,2206,63,37,101,95819,2,2.8,1,0,0,0,0,0,0
2206,2207,33,7,48,92831,4,2.2,2,207,0,0,0,0,0
2207,2208,38,12,180,90245,1,2.8,3,158,1,0,0,1,0
2208,2209,64,40,92,91109,2,0.0,3,185,0,1,0,1,0
2209,2210,36,10,33,94080,3,0.9,1,0,0,0,0,0,0
2210,2211,58,33,51,95006,2,1.9,2,0,0,0,0,0,0
2211,2212,39,14,31,92717,2,1.4,2,94,0,0,0,1,1
2212,2213,46,22,83,95060,1,2.7,1,0,0,0,0,1,0
2213,2214,61,37,45,94610,1,0.8,1,0,0,0,0,0,0
2214,2215,53,27,89,92735,1,0.8,3,146,0,0,0,1,1
2215,2216,28,3,193,94501,3,4.0,2,0,1,0,0,1,0
2216,2217,64,40,89,94707,1,3.8,1,0,0,0,0,0,0
2217,2218,48,24,162,91355,4,3.3,2,446,1,0,1,1,0
2218,2219,38,13,9,92634,2,0.3,2,0,0,0,0,0,0
2219,2220,52,22,58,93101,4,2.0,3,223,0,0,0,1,0
2220,2221,65,40,80,94105,1,0.8,3,0,0,0,0,1,0
2221,2222,59,33,73,92056,2,1.7,3,0,0,0,0,1,1
2222,2223,45,20,41,95008,1,0.3,1,0,0,0,0,1,0
2223,2224,53,28,74,91711,3,2.0,2,0,0,1,0,0,0
2224,2225,38,12,29,92084,2,1.4,3,0,0,0,0,1,0
2225,2226,54,24,25,90505,4,0.4,3,115,0,0,0,0,0
2226,2227,25,1,98,90717,1,5.4,1,0,0,0,0,1,0
2227,2228,61,35,59,90840,4,1.7,2,0,0,0,0,1,1
2228,2229,48,23,43,90254,4,1.9,3,0,0,0,0,1,0
2229,2230,46,22,72,91711,4,1.4,2,149,0,0,0,1,1
2230,2231,36,11,183,94704,1,3.0,3,0,1,0,1,1,1
2231,2232,46,20,134,94575,1,5.7,1,146,0,1,0,1,0
2232,2233,59,33,140,95035,2,0.5,1,262,0,0,0,1,0
2233,2234,59,35,39,92028,1,1.8,3,0,0,0,0,1,0
2234,2235,36,12,35,95812,4,0.4,2,0,0,0,0,1,0
2235,2236,63,37,141,92121,2,6.9,1,0,0,0,0,1,1
2236,2237,51,24,23,95616,1,0.5,2,0,0,0,0,1,0
2237,2238,30,5,134,92647,1,0.0,1,0,0,0,0,1,1
2238,2239,48,22,35,92709,1,1.4,3,0,0,0,0,1,0
2239,2240,55,29,42,95833,4,2.5,1,0,0,1,0,0,0
2240,2241,41,17,81,92868,4,0.2,3,167,0,1,0,0,0
2241,2242,26,0,14,94301,4,0.4,1,94,0,0,0,1,0
2242,2243,41,17,45,93437,1,1.8,1,172,0,1,0,1,0
2243,2244,54,28,79,91342,3,1.7,2,150,0,0,0,1,1
2244,2245,57,31,53,92806,1,0.8,2,120,0,0,0,0,0
2245,2246,54,28,33,94111,2,0.7,2,0,0,0,0,0,1
2246,2247,35,11,190,92093,3,3.1,2,266,1,0,0,0,0
2247,2248,60,34,60,95616,1,2.5,3,103,0,0,0,0,0
2248,2249,63,37,8,94618,1,0.8,2,97,0,0,0,1,0
2249,2250,41,14,38,95814,3,1.0,2,150,0,0,0,1,0
2250,2251,46,22,154,93109,1,5.0,1,0,0,0,0,1,0
2251,2252,31,5,54,92173,4,2.2,2,0,0,0,0,0,0
2252,2253,58,32,41,95819,3,1.4,1,0,0,0,0,1,0
2253,2254,59,35,25,95827,2,0.3,1,75,0,0,0,1,0
2254,2255,46,22,53,90025,2,1.7,1,109,0,0,0,0,0
2255,2256,33,9,79,94612,1,0.1,1,0,0,0,0,1,0
2256,2257,56,31,13,94305,4,0.9,2,76,0,0,1,1,1
2257,2258,47,23,130,91763,2,1.4,1,0,0,0,0,0,0
2258,2259,59,33,93,91320,2,0.7,2,0,0,0,0,0,0
2259,2260,24,0,82,90401,3,0.8,1,0,0,0,0,1,0
2260,2261,39,14,15,93561,2,0.3,2,92,0,0,0,0,0
2261,2262,30,3,150,94305,4,5.0,2,0,1,0,0,1,0
2262,2263,55,29,131,95070,2,0.7,2,0,1,0,0,0,1
2263,2264,47,21,28,92868,3,1.5,1,0,0,0,0,1,0
2264,2265,35,11,9,93106,4,0.7,2,0,0,0,0,1,0
2265,2266,47,23,88,94305,4,1.4,2,0,0,0,0,0,0
2266,2267,38,13,143,94550,1,4.1,1,0,0,0,0,0,0
2267,2268,38,13,168,92647,2,1.3,3,0,1,0,0,0,0
2268,2269,27,3,105,94304,1,3.0,2,0,1,1,0,0,0
2269,2270,42,18,62,94305,3,2.1,3,0,0,0,0,1,0
2270,2271,26,2,51,92103,4,2.6,1,0,0,0,0,1,0
2271,2272,60,34,101,94928,3,4.4,1,0,0,0,0,1,1
2272,2273,27,3,90,91365,3,0.8,1,0,0,0,0,1,0
2273,2274,27,1,83,91775,4,2.1,3,0,0,0,0,1,1
2274,2275,40,15,21,90034,2,0.0,3,0,0,0,0,1,0
2275,2276,40,16,115,94305,1,3.4,1,0,0,0,0,1,0
2276,2277,29,3,172,92093,4,4.4,1,0,1,0,0,0,0
2277,2278,30,6,32,91330,2,1.0,2,0,0,0,0,0,0
2278,2279,30,4,204,91107,2,4.5,1,0,0,0,0,1,0
2279,2280,47,23,34,91711,4,0.6,1,0,0,0,1,1,1
2280,2281,33,7,30,94920,2,2.0,3,132,0,0,0,0,0
2281,2282,57,32,31,95039,3,1.3,2,0,0,0,0,1,1
2282,2283,38,14,90,94110,2,2.7,1,0,0,0,0,1,1
2283,2284,54,28,79,92677,4,2.6,3,0,0,0,0,0,0
2284,2285,47,23,22,94901,4,0.6,1,0,0,0,0,1,1
2285,2286,48,22,114,92007,1,2.4,3,0,1,0,0,1,0
2286,2287,62,36,42,94122,1,0.5,3,128,0,0,0,1,0
2287,2288,30,6,29,92121,1,0.2,3,90,0,0,0,1,0
2288,2289,35,11,72,94706,3,2.6,2,0,0,0,0,1,0
2289,2290,59,35,68,93117,1,1.8,3,95,0,0,0,0,0
2290,2291,38,13,78,91942,4,0.7,3,0,0,0,0,1,0
2291,2292,47,23,90,95449,1,2.7,1,323,0,0,0,0,0
2292,2293,57,33,170,95051,2,2.1,2,0,1,0,0,0,0
2293,2294,42,17,14,91768,2,0.1,2,0,0,0,0,1,0
2294,2295,39,15,129,90035,2,1.9,1,0,0,0,0,0,0
2295,2296,53,23,39,92101,3,1.0,3,87,0,0,0,1,0
2296,2297,27,3,82,94305,2,0.2,1,0,0,0,0,0,1
2297,2298,59,35,31,94063,3,0.4,2,0,0,0,0,1,1
2298,2299,48,24,9,92630,4,0.5,2,0,0,0,0,0,1
2299,2300,62,37,15,94583,3,0.1,3,91,0,0,0,0,0
2300,2301,66,41,70,93711,3,2.2,1,0,0,0,0,0,0
2301,2302,38,13,84,93403,4,0.7,3,0,0,0,0,0,0
2302,2303,42,17,155,92806,1,7.0,1,0,0,0,0,0,1
2303,2304,47,21,89,94720,2,0.8,3,0,0,0,0,1,1
2304,2305,27,2,170,95818,3,4.7,1,0,1,0,0,1,0
2305,2306,32,7,185,92009,2,6.7,1,0,0,0,1,1,1
2306,2307,37,13,82,92373,2,2.2,1,0,0,0,0,0,0
2307,2308,56,31,60,92009,3,1.7,1,0,0,0,0,1,0
2308,2309,39,13,58,94590,2,2.4,2,0,0,0,0,1,0
2309,2310,36,12,29,94583,1,1.33,1,81,0,0,0,1,0
2310,2311,32,6,32,92806,2,0.3,1,0,0,0,0,0,0
2311,2312,62,37,115,90245,4,3.4,2,0,0,0,0,1,1
2312,2313,48,22,83,91345,2,2.4,2,0,0,0,0,1,0
2313,2314,58,32,54,94035,3,0.3,2,0,0,0,0,1,1
2314,2315,27,2,112,94501,4,1.8,3,0,0,1,0,1,0
2315,2316,52,26,182,95818,2,1.4,2,0,1,0,0,1,0
2316,2317,54,30,112,94920,2,6.8,1,0,0,0,0,1,0
2317,2318,31,5,129,95814,3,5.9,3,319,1,1,1,0,1
2318,2319,60,34,23,94803,1,0.8,2,112,0,0,0,1,0
2319,2320,34,9,198,95819,2,3.0,1,422,0,0,0,1,0
2320,2321,46,22,84,92692,4,2.0,3,0,0,0,0,1,0
2321,2322,41,15,39,91380,3,0.5,3,0,0,0,0,0,0
2322,2323,62,37,129,94143,1,1.3,1,0,0,0,0,1,0
2323,2324,31,7,113,94542,2,2.0,2,315,0,0,0,0,0
2324,2325,41,11,35,93107,1,0.75,3,114,0,0,0,1,0
2325,2326,55,30,85,94591,1,0.1,3,0,0,0,0,0,0
2326,2327,45,19,73,94086,4,2.9,1,0,0,0,0,0,0
2327,2328,51,25,70,90095,1,0.8,3,0,0,1,0,1,0
2328,2329,27,2,130,92182,3,4.4,1,192,1,0,0,1,0
2329,2330,30,4,39,94022,1,1.5,1,0,0,0,0,1,0
2330,2331,31,5,72,95133,4,1.8,2,242,0,0,0,1,1
2331,2332,61,37,68,90245,4,2.3,3,0,0,0,0,0,0
2332,2333,40,16,35,94022,1,1.4,3,0,0,0,0,1,1
2333,2334,45,21,61,95812,3,0.7,1,0,0,1,1,1,1
2334,2335,45,21,69,90025,4,1.9,1,0,0,0,0,0,0
2335,2336,37,13,59,93907,1,3.6,2,0,0,0,0,0,0
2336,2337,34,8,99,93460,2,4.5,3,217,0,0,0,0,0
2337,2338,43,16,201,95054,1,10.0,2,0,1,0,0,0,1
2338,2339,42,18,130,94611,2,7.5,1,0,0,0,0,0,1
2339,2340,56,31,72,90095,3,2.0,2,0,0,0,0,0,0
2340,2341,33,9,44,94112,1,1.2,1,0,0,0,0,0,0
2341,2342,36,10,91,92028,1,1.5,3,289,0,0,0,1,0
2342,2343,62,37,92,94608,3,0.5,1,310,0,0,0,1,0
2343,2344,58,34,55,90032,1,0.8,1,168,0,0,0,1,1
2344,2345,65,40,20,94608,3,0.5,1,102,0,0,0,1,1
2345,2346,65,40,89,90291,1,4.1,1,299,1,0,1,1,0
2346,2347,52,26,59,92660,2,1.5,2,239,0,0,0,0,1
2347,2348,64,39,8,92104,3,0.1,3,87,0,0,0,0,1
2348,2349,51,25,85,94015,4,4.9,1,0,0,0,0,1,1
2349,2350,59,35,94,94610,1,4.3,1,76,0,1,1,1,0
2350,2351,52,28,22,91711,2,0.4,1,0,0,0,0,1,1
2351,2352,55,31,74,94611,2,3.2,3,0,0,0,0,1,1
2352,2353,46,19,59,93555,3,2.67,2,0,0,0,0,0,0
2353,2354,61,36,12,93023,4,0.6,2,0,0,0,0,1,1
2354,2355,35,9,8,94043,1,0.4,2,0,0,0,0,1,0
2355,2356,56,31,74,94920,3,1.6,3,0,0,0,0,1,1
2356,2357,31,5,184,92064,4,3.4,2,0,1,0,1,1,1
2357,2358,44,19,34,95005,4,0.0,2,0,0,0,0,0,0
2358,2359,53,27,63,93109,2,0.8,3,0,0,1,0,1,0
2359,2360,36,12,123,95060,2,5.6,2,0,1,0,1,1,1
2360,2361,27,1,85,93302,2,1.6,3,0,0,0,0,0,0
2361,2362,36,12,109,94928,3,0.5,3,0,1,1,1,1,0
2362,2363,40,15,31,94720,1,0.6,3,0,0,0,0,1,0
2363,2364,39,13,61,90095,2,2.4,2,90,0,0,0,1,0
2364,2365,59,35,88,94923,2,1.6,1,0,0,0,0,0,1
2365,2366,43,18,22,91311,2,0.3,2,0,0,0,0,0,0
2366,2367,30,4,63,95008,4,2.2,2,0,0,1,0,1,0
2367,2368,26,1,80,95616,4,0.2,1,0,0,0,0,1,1
2368,2369,48,22,78,94588,3,2.1,1,0,0,0,0,1,1
2369,2370,50,24,45,94005,4,0.1,1,93,0,0,0,1,0
2370,2371,33,7,51,94040,4,2.1,3,0,0,0,0,0,1
2371,2372,32,6,111,95014,2,1.5,3,0,0,0,0,0,0
2372,2373,34,10,45,93943,3,2.8,1,153,0,0,0,1,1
2373,2374,33,9,184,94304,2,4.8,2,0,1,0,0,0,0
2374,2375,32,5,41,92008,2,1.0,2,112,0,1,0,1,0
2375,2376,55,30,69,91007,4,1.3,3,0,0,1,1,1,1
2376,2377,58,33,23,91768,3,0.2,1,0,0,0,0,0,0
2377,2378,47,23,160,92037,2,6.67,1,0,0,0,0,0,0
2378,2379,30,5,61,95605,1,0.8,2,251,0,1,1,1,0
2379,2380,42,18,110,94720,2,6.1,1,182,0,0,0,1,0
2380,2381,40,16,50,92606,2,0.6,3,0,0,0,0,0,0
2381,2382,33,9,49,94928,1,2.4,2,0,0,0,0,1,0
2382,2383,46,20,185,94131,4,7.5,2,428,1,0,0,0,1
2383,2384,63,39,52,90033,2,1.1,1,0,0,0,0,1,1
2384,2385,62,37,53,92028,2,2.8,1,0,0,0,0,1,0
2385,2386,43,17,125,94720,4,3.5,2,0,1,0,0,0,0
2386,2387,31,5,72,94542,3,1.6,1,0,0,0,0,1,0
2387,2388,28,2,51,94720,4,1.8,3,0,0,0,0,0,1
2388,2389,64,39,23,91768,3,0.5,1,0,0,1,0,0,0
2389,2390,27,1,41,90033,1,1.9,3,0,0,0,0,0,1
2390,2391,33,9,41,95814,3,2.0,1,108,0,0,0,1,0
2391,2392,39,12,138,92697,1,4.67,2,0,1,0,0,1,0
2392,2393,44,20,138,94143,2,3.3,1,0,0,0,0,0,1
2393,2394,53,28,14,94005,4,0.8,1,0,0,0,0,1,1
2394,2395,42,18,145,94065,2,8.0,1,505,0,0,0,0,0
2395,2396,44,17,25,95064,3,1.0,2,0,0,0,0,0,1
2396,2397,34,10,43,95014,1,1.7,1,142,0,0,0,0,1
2397,2398,47,22,93,90266,1,0.2,2,309,0,0,0,1,0
2398,2399,53,29,90,95053,2,0.3,1,217,0,1,0,0,1
2399,2400,62,36,41,90245,2,1.0,3,154,0,1,0,1,0
2400,2401,61,36,169,91380,2,6.1,3,106,1,0,1,1,1
2401,2402,42,17,63,95814,2,2.2,3,0,0,0,0,1,0
2402,2403,48,21,23,94720,3,0.67,2,95,0,0,0,0,0
2403,2404,38,13,140,90210,4,0.5,1,0,1,0,0,0,0
2404,2405,41,15,75,95010,1,1.5,3,0,0,0,0,1,0
2405,2406,57,32,13,94588,4,0.9,2,78,0,1,0,1,0
2406,2407,31,7,10,92354,1,0.5,3,81,0,0,0,1,0
2407,2408,39,15,100,94720,1,0.8,2,0,0,0,0,1,0
2408,2409,48,22,85,94105,3,1.1,1,203,0,0,0,1,0
2409,2410,55,31,73,95207,3,2.67,1,219,0,0,0,1,0
2410,2411,29,4,130,92630,2,6.7,1,0,0,0,0,0,1
2411,2412,47,22,65,91330,3,2.7,2,0,0,0,0,1,0
2412,2413,61,36,59,93118,4,1.7,1,148,0,0,0,0,0
2413,2414,60,34,31,91007,2,1.0,3,0,0,0,0,0,0
2414,2415,34,10,134,91775,1,4.0,1,0,0,0,0,0,0
2415,2416,45,21,11,94143,4,0.2,1,106,0,0,0,1,1
2416,2417,60,35,32,93611,1,0.3,3,80,0,0,0,1,0
2417,2418,25,0,53,90095,2,1.6,3,0,0,0,0,1,1
2418,2419,41,17,28,95616,1,0.7,1,0,0,0,0,0,1
2419,2420,63,37,44,94550,2,1.0,3,0,0,0,0,1,0
